Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
394,Entry Short,Sell,2023-02-24 16:00,23192.15,4.587029,8510.68,8.00,217040.26,4.06,8510.68,8.00,3632.88,3.41
393,Exit Long,Close Buy,2023-02-24 16:00,23192.15,4.48242,1665.53,1.63,208529.58,0.80,10908.87,10.66,286.56,0.28
393,Entry Long,Buy,2023-02-15 12:00,22820.58,4.48242,1665.53,1.63,208529.58,0.80,10908.87,10.66,286.56,0.28
392,Exit Long,TG 1,2023-02-16 00:00,24646.23,4.482419,8183.33,8.00,206864.04,4.10,8183.33,8.00,286.56,0.28
392,Entry Long,Buy,2023-02-15 12:00,22820.58,4.482419,8183.33,8.00,206864.04,4.10,8183.33,8.00,286.56,0.28
391,Exit Short,SL,2023-02-15 12:00,22803.84,9.622202,-7420.16,-3.50,198680.72,-3.58,6323.71,2.98,7420.16,3.50
391,Entry Short,Sell,2023-02-09 16:00,22032.69,9.622202,-7420.16,-3.50,198680.72,-3.58,6323.71,2.98,7420.16,3.50
390,Exit Long,Close Buy,2023-02-05 16:00,22901.84,5.128825,30992.00,35.84,206100.88,17.60,37948.23,43.89,919.70,1.06
390,Entry Long,Buy,2023-01-04 00:00,16859.13,5.128825,30992.00,35.84,206100.88,17.60,37948.23,43.89,919.70,1.06
389,Exit Long,TG 1,2023-01-12 00:00,18207.87,5.128825,6917.45,8.00,175108.87,4.09,6917.45,8.00,919.70,1.06
389,Entry Long,Buy,2023-01-04 00:00,16859.13,5.128825,6917.45,8.00,175108.87,4.09,6917.45,8.00,919.70,1.06
388,Exit Short,Close Sell,2023-01-04 00:00,16859.13,10.188934,1158.48,0.67,168191.42,0.69,7121.15,4.12,421.21,0.24
388,Entry Short,Sell,2022-12-16 12:00,16972.83,10.188934,1158.48,0.67,168191.42,0.69,7121.15,4.12,421.21,0.24
387,Exit Long,SL1,2022-12-16 08:00,17129.39,10.095809,-6272.32,-3.50,167032.94,-3.60,6202.46,3.46,6272.32,3.50
387,Entry Long,Buy,2022-12-13 12:00,17750.67,10.095809,-6272.32,-3.50,167032.94,-3.60,6202.46,3.46,6272.32,3.50
